Trajectory file for run 'run1'; etymon number :1245:
#t̪rˈuɡn̪ɑm# >>> #t̪ʁɔ̃ɲ# ( Correct : #t̪ʁɔɲ#) :
t̪ r ˈu ɡ n̪ ɑ m 
#t̪rˈuŋn̪ɑm# | Rule 1 : ɡ > ŋ / __ [+nas,+cor]
#t̪rˈʊŋn̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t̪rˈoŋn̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#t̪rˈoŋn̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#t̪rˈũŋn̪ɑ# | Rule 164 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#t̪rˈũɲn̪ɑ# | Rule 171 : ŋ > ɲ / __ [+cor]
#t̪rˈũɲn̪a# | Rule 197 : [+lo,+syl] > [+front,-back] 
#t̪rˈũɲa# | Rule 212 : [+nas,+cons] > ∅ / ɲ __ 
#t̪rˈũːɲa# | Rule 226 : [+prim] > [+long] / __ [+cons] [+syl]
#t̪rˈũɲa# | Rule 404 : [+syl] > [-long,-splng] / __ ɲ
#t̪rˈũɲə# | Rule 433 : a > ə / [+syl] ( [-syl] )* __ 
#t̪rˈũɲə̯# | Rule 691 : ə > ə̯ / __ #
#t̪rˈũɲ# | Rule 698 : ə̯ > ∅ 
#t̪ʀˈũɲ# | Rule 709 : r > ʀ 
#t̪ʀũɲ# | Rule 710 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#t̪ʀɔ̃ɲ# | Rule 712 : [+back,-lo,+nas,+syl] > ɔ̃ 
#t̪ʁɔ̃ɲ# | Rule 717 : ʀ > ʁ 
