Trajectory file for run 'run1'; etymon number :922:
#pˈoːn̪t̪em# >>> #pɔ̃# ( Correct : #pɔ̃#) :
p ˈoː n̪ t̪ e m 
#pˈoːn̪t̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈon̪t̪ɛm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#pˈon̪t̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈo?t̪ɛ# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#pˈũ?t̪ɛ# | Rule 165 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#pˈũ?t̪ə# | Rule 269 : [-stres,-lo,+syl] > ə / __ #
#pˈũ?t̪ə̯# | Rule 271 : ə > ə̯ 
#pˈũ?t̪# | Rule 306 : ə̯ > ∅ 
#pˈũːt̪# | Rule 682 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#pˈũː# | Rule 702 : [-son] > ∅ / __ #
#pũː# | Rule 715 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pũ# | Rule 716 : [+syl,+long] > [-long,-splng] 
#pɔ̃# | Rule 717 : [+back,-lo,+nas,+syl] > ɔ̃ 
