Trajectory file for run 'run1'; etymon number :1019:
#rˈupt̪um# >>> #ʁɔ# ( Correct : #ʁo#) :
r ˈu p t̪ u m 
#rˈʊpt̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#rˈopt̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#rˈopt̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˈot̪t̪o# | Rule 198 : [+lab,-nas,-round,-cont] > t̪ / __ [-cont,+cor,-voi]
#rˈot̪t̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#rˈot̪t̪ə̯# | Rule 268 : ə > ə̯ 
#rˈot̪t̪# | Rule 302 : ə̯ > ∅ 
#rˈot̪# | Rule 479 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#rˈɔt̪# | Rule 534 : {ˌo;ˈo} > {ˌɔ;ˈɔ} / __ [-cont,-lab,-delrel] #
#rˈɔ# | Rule 698 : [-son] > ∅ / __ #
#ʀˈɔ# | Rule 710 : r > ʀ 
#ʀɔ# | Rule 711 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʁɔ# | Rule 718 : ʀ > ʁ 
