Trajectory file for run 'run1'; etymon number :844:
#pˈen̪d̪it̪ɑm# >>> #pɑ̃t̪# ( Correct : #pɑ̃t̪#) :
p ˈe n̪ d̪ i t̪ ɑ m 
#pˈɛn̪d̪ɪt̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɛn̪d̪et̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈɛn̪d̪et̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɛn̪d̪t̪ɑ# | Rule 93 : e > ∅ / __ [+cor,+distr,+ant] [+syl] ( [-syl] ) #
#pˈɛn̪t̪ɑ# | Rule 98 : [-cont] > ∅ / [+cons] __ [-son,-hi]
#pˈɛ?t̪ɑ# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#pˈɛ?t̪a# | Rule 197 : [+lo,+syl] > [+front,-back] 
#pˈɛ?t̪ə# | Rule 434 : a > ə / [+syl] ( [-syl] )* __ 
#pˈɛ̃?t̪ə# | Rule 508 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#pˈã?t̪ə# | Rule 560 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#pˈãːt̪ə# | Rule 678 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#pˈãːt̪ə̯# | Rule 692 : ə > ə̯ / __ #
#pˈãːt̪# | Rule 699 : ə̯ > ∅ 
#pãːt̪# | Rule 711 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pãt̪# | Rule 712 : [+syl,+long] > [-long,-splng] 
#pɑ̃t̪# | Rule 717 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
