Trajectory file for run 'run1'; etymon number :832:
#pˈeːd̪ikum# >>> #pjɛʒ# ( Correct : #pjɛʒ#) :
p ˈeː d̪ i k u m 
#pˈeːd̪ɪkʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈed̪ɪkʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#pˈed̪ekom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈed̪eko# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈeðeko# | Rule 104 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#pˈeːðeko# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#pˈeːðeɡo# | Rule 131 : k > ɡ / [-cons] __ [+syl]
#pˈeːðeɣo# | Rule 133 : ɡ > ɣ / [-cons] __ [-cons]
#pˈɛːðeɣo# | Rule 260 : ˈeː > ˈɛː / __ [+voi,+cor,+ant,+distr] e ɣ
#pˈɛːðəɣo# | Rule 265 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#pˈɛːðəɣə# | Rule 268 : [-stres,-lo,+syl] > ə / __ #
#pˈɛːðə̯ɣə̯# | Rule 270 : ə > ə̯ 
#pˈɛːðəɣə̯# | Rule 279 : ə̯ > ə / [+cor,+ant,+distr] __ ɣ
#pˈɛːðəɣə# | Rule 280 : ə̯ > ə / [+cor,+ant,+distr] ə ɣ __ 
#pˈɛːd̪d͡ʒə# | Rule 369 : {t̪ ə ɣ;d̪ ə ɣ;ð ə ɣ} > {t̪ t͡ʃ;d̪ d͡ʒ;d̪ d͡ʒ} 
#pˈie̯d̪d͡ʒə# | Rule 376 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#pˈie̯d͡ʒə# | Rule 479 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#pjˈed͡ʒə# | Rule 572 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#pjˈeʒə# | Rule 616 : [+delrel] > [+cont,.delrel] 
#pjˈɛʒə# | Rule 624 : ˈe > ˈɛ 
#pjˈɛʒə̯# | Rule 688 : ə > ə̯ / __ #
#pjˈɛʒ# | Rule 695 : ə̯ > ∅ 
#pjɛʒ# | Rule 707 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
