Trajectory file for run 'run1'; etymon number :1260:
#ˈuːn̪ɑm# >>> #yn̪# ( Correct : #yn̪#) :
ˈuː n̪ ɑ m 
#ˈun̪ɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ˈun̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈuːn̪ɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#ˈuːn̪a# | Rule 200 : [+lo,+syl] > [+front,-back] 
#ˈʉːn̪a# | Rule 219 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#ˈʉːn̪ə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#ˈyːn̪ə# | Rule 503 : [+hi,+round,-back] > [+front] 
#ˈỹːn̪ə# | Rule 624 : [+syl] > [+nas,+son,.delrel] / __ [+nas,+cons]
#ˈyːn̪ə# | Rule 645 : [+nas,+front,+hi,+syl] > [-nas] / __ [+nas,+cons] [-cons]
#ˈyːn̪ə̯# | Rule 690 : ə > ə̯ / __ #
#ˈyːn̪# | Rule 716 : ə̯ > ∅ 
#yːn̪# | Rule 728 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#yn̪# | Rule 729 : [+syl,+long] > [-long,-splng] 
