Trajectory file for run 'run1'; etymon number :888:
#pˌit̪t̪ˈiːt̪um# >>> #pt̪i# ( Correct : #pət̪i#) :
p ˌi t̪ t̪ ˈiː t̪ u m 
#pˌɪt̪t̪ˈiːt̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˌɪt̪t̪ˈit̪ʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#pˌet̪t̪ˈit̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˌet̪t̪ˈit̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl] ( [-syl] )* [+syl] __ #
#pˌet̪t̪ˈiːt̪o# | Rule 110 : [+prim] > [+long] / __ [+cons] [-cons]
#pˌet̪t̪ˈiːt̪ə# | Rule 264 : [-stres,-lo,+syl] > ə / __ #
#pˌet̪t̪ˈiːt̪ə̯# | Rule 266 : ə > ə̯ 
#pˌet̪t̪ˈiːt̪# | Rule 300 : ə̯ > ∅ 
#pˌet̪t̪ˈiːθ# | Rule 427 : [-cont,-delrel] > [+cont,.delrel] / [-cons] __ #
#pˌet̪ˈiːθ# | Rule 477 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#pˌət̪ˈiːθ# | Rule 498 : ˌe > ˌə / __ [-son] ˈiː
#pˌət̪ˈiː# | Rule 579 : {θ;ð} > {∅;∅} 
#pət̪iː# | Rule 703 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pət̪i# | Rule 704 : [+syl,+long] > [-long,-splng] 
#pt̪i# | Rule 716 : ə > ∅ / # [-syl] __ [-syl] [+syl]
