Trajectory file for run 'run1'; etymon number :1114:
#sˈon̪um# >>> #sɔ̃# ( Correct : #sɔ̃#) :
s ˈo n̪ u m 
#sˈɔn̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˈɔn̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#sˈɔn̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˈɔːn̪o# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#sˈũːn̪o# | Rule 164 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#sˈũːn̪ə# | Rule 268 : [-stres,-lo,+syl] > ə / __ #
#sˈũːn̪ə̯# | Rule 270 : ə > ə̯ 
#sˈũːn̪# | Rule 304 : ə̯ > ∅ 
#sˈũː# | Rule 675 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#sũː# | Rule 707 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sũ# | Rule 708 : [+syl,+long] > [-long,-splng] 
#sɔ̃# | Rule 709 : [+back,-lo,+nas,+syl] > ɔ̃ 
