Trajectory file for run 'run1'; etymon number :1107:
#skˈort̪eɑ# >>> #eskɔʁs# ( Correct : #ekɔʁs#) :
s k ˈo r t̪ e ɑ 
#skˈɔrt̪ɛɑ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌɪskˈɔrt̪ɛɑ# | Rule 17 : ∅ > ˌɪ / # __ s [+cons]
#ˌɪskˈɔrt̪jɑ# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#ˌɪskˈɔrt̪ʝɑ# | Rule 28 : j > ʝ / __ [+syl]
#ˌeskˈɔrt̪ʝɑ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˌeskˈɔrt͡sʲʝɑ# | Rule 73 : {t̪;d̪} > {t͡sʲ;ɟ} / __ [+hi,+front,-syl,+cont]
#ˌeskˈɔrt͡sʲɑ# | Rule 85 : ʝ > ∅ / [-cont,+hi,+front] __ 
#ˌeskˈɔrt͡sʲa# | Rule 190 : [+lo,+syl] > [+front,-back] 
#ˌeskˈɔrt͡sʲə# | Rule 422 : a > ə / [+syl] ( [-syl] )* __ 
#ˌeskˈɔrt͡sə# | Rule 518 : t͡sʲ > t͡s 
#ˌeskˈɔrsə# | Rule 603 : [+delrel] > [+cont,.delrel] 
#ˌeskˈɔrsə̯# | Rule 673 : ə > ə̯ / __ #
#ˌeskˈɔɹsə̯# | Rule 675 : r > ɹ / [-cons] __ [+cons]
#ˌeskˈɔɹs# | Rule 680 : ə̯ > ∅ 
#ˌeskˈɔrs# | Rule 688 : ɹ > r 
#ˌeskˈɔʀs# | Rule 690 : r > ʀ 
#eskɔʀs# | Rule 691 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#eskɔʁs# | Rule 698 : ʀ > ʁ 
