Trajectory file for run 'run1'; etymon number :1223:
#t̪rˈɑːd̪it̪or# >>> #t̪ʁat̪ʁ# ( Correct : #t̪ʁɛt̪ʁ#) :
t̪ r ˈɑː d̪ i t̪ o r 
#t̪rˈɑːd̪ɪt̪ɔr# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t̪rˈɑd̪ɪt̪ɔr# | Rule 56 : [+syl,+long] > [-long,-splng] 
#t̪rˈɑd̪et̪ɔr# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#t̪rˈɑd̪t̪ɔr# | Rule 93 : e > ∅ / __ [+cor,+distr,+ant] [+syl] ( [-syl] ) #
#t̪rˈɑt̪t̪ɔr# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#t̪rˈat̪t̪ɔr# | Rule 197 : [+lo,+syl] > [+front,-back] 
#t̪rˈat̪t̪ər# | Rule 267 : [-stres,-lo,+syl] > ə / __ [-syl]
#t̪rˈat̪t̪ə̯r# | Rule 270 : ə > ə̯ 
#t̪rˈat̪t̪rə# | Rule 287 : ə̯ r > r ə / __ #
#t̪rˈat̪rə# | Rule 479 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#t̪rˈat̪rə̯# | Rule 688 : ə > ə̯ / __ #
#t̪rˈat̪r# | Rule 695 : ə̯ > ∅ 
#t̪ʀˈat̪ʀ# | Rule 706 : r > ʀ 
#t̪ʀat̪ʀ# | Rule 707 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#t̪ʁat̪ʁ# | Rule 714 : ʀ > ʁ 
