Trajectory file for run 'run1'; etymon number :1192:
#t̪ˌen̪ˈiːre# >>> #t̪ə̃n̪iʁ# ( Correct : #t̪ən̪iʁ#) :
t̪ ˌe n̪ ˈiː r e 
#t̪ˌɛn̪ˈiːrɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t̪ˌɛn̪ˈirɛ# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#t̪ˌɛn̪ˈiːrɛ# | Rule 110 : [+prim] > [+long] / __ [+cons] [-cons]
#t̪ˌɛn̪ˈiːrə# | Rule 261 : [-stres,-lo,+syl] > ə / __ #
#t̪ˌɛn̪ˈiːrə̯# | Rule 263 : ə > ə̯ 
#t̪ˌɛn̪ˈiːr# | Rule 297 : ə̯ > ∅ 
#t̪ˌen̪ˈiːr# | Rule 407 : ˌɛ > ˌe / __ [+cor,+cont] [-cor]
#t̪ˌən̪ˈiːr# | Rule 492 : ˌe > ˌə / __ [+nas,+ant,+cons] [+syl]
#t̪ˌə̃n̪ˈiːr# | Rule 582 : [+syl,-front] > [+nas,+son,.delrel] / __ [+nas]
#t̪ˌə̃n̪ˈiːɹ# | Rule 677 : r > ɹ / [-cons] __ #
#t̪ˌə̃n̪ˈiːr# | Rule 691 : ɹ > r 
#t̪ˌə̃n̪ˈiːʀ# | Rule 693 : r > ʀ 
#t̪ə̃n̪iːʀ# | Rule 694 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#t̪ə̃n̪iʀ# | Rule 695 : [+syl,+long] > [-long,-splng] 
#t̪ə̃n̪iʁ# | Rule 701 : ʀ > ʁ 
