Trajectory file for run 'run1'; etymon number :333:
#hˌiːbˈern̪um# >>> #ivɛʁ# ( Correct : #ivɛʁ#) :
h ˌiː b ˈe r n̪ u m 
#hˌiːbˈɛrn̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#hˌiːβˈɛrn̪ʊm# | Rule 51 : b > β / [+syl] __ [+son,-lat,-nas]
#hˌiβˈɛrn̪ʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#hˌiβˈɛrn̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#hˌiβˈɛrn̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˌiβˈɛrn̪o# | Rule 106 : h > ∅ 
#ˌiβˈɛrn̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#ˌiβˈɛrn̪ə̯# | Rule 268 : ə > ə̯ 
#ˌiβˈɛrɾ# | Rule 293 : n̪ ə̯ > ɾ / [+syl] ( [-syl] )* [+syl] r __ #
#ˌiβˈɛrr# | Rule 297 : ɾ > r 
#ˌivˈɛrr# | Rule 426 : β > v 
#ˌivˈɛr# | Rule 579 : r r > r 
#ˌivˈɛɹ# | Rule 688 : r > ɹ / [-cons] __ #
#ˌivˈɛr# | Rule 703 : ɹ > r 
#ˌivˈɛʀ# | Rule 705 : r > ʀ 
#ivɛʀ# | Rule 706 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ivɛʁ# | Rule 713 : ʀ > ʁ 
