Trajectory file for run 'run1'; etymon number :5:
#ˌɑd̪rˈet̪roː# >>> #aʁjɛʁ# ( Correct : #aʁjɛʁ#) :
ˌɑ d̪ r ˈe t̪ r oː 
#ˌɑd̪rˈɛt̪roː# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌɑd̪rˈɛt̪ro# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ˌɑðrˈɛt̪ro# | Rule 104 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#ˌɑðrˈɛːt̪ro# | Rule 112 : [+prim] > [+long] / __ [-cont] [+cons,+son,-nas]
#ˌɑðrˈie̯t̪ro# | Rule 165 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#ˌaðrˈie̯t̪ro# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˌaðrˈie̯t̪rə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#ˌaðrˈie̯t̪rə̯# | Rule 268 : ə > ə̯ 
#ˌaðrˈie̯t̪r# | Rule 302 : ə̯ > ∅ 
#ˌaðrˈie̯t̪rə# | Rule 315 : ∅ > ə / [+cons,-son] [+son,-syl] __ #
#ˌaðrˈie̯d̪rə# | Rule 355 : [-voi,-delrel,+ant] > [+voi] / [-cons] __ [+cor,+son,-nas]
#ˌaðrˈie̯ðrə# | Rule 378 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ r
#ˌaðrjˈeðrə# | Rule 570 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#ˌarjˈerə# | Rule 581 : {θ;ð} > {∅;∅} 
#ˌarjˈɛrə# | Rule 623 : ˈe > ˈɛ 
#ˌarjˈɛrə̯# | Rule 687 : ə > ə̯ / __ #
#ˌarjˈɛr# | Rule 694 : ə̯ > ∅ 
#ˌaʀjˈɛʀ# | Rule 705 : r > ʀ 
#aʀjɛʀ# | Rule 706 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#aʁjɛʁ# | Rule 713 : ʀ > ʁ 
