Trajectory file for run 'run1'; etymon number :666:
#mˌed̪iˈɑːn̪um# >>> #mwiɛ̃# ( Correct : #mwajɛ̃#) :
m ˌe d̪ i ˈɑː n̪ u m 
#mˌɛd̪ɪˈɑːn̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˌɛd̪jˈɑːn̪ʊm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#mˌɛd̪ʝˈɑːn̪ʊm# | Rule 28 : j > ʝ / __ [+syl]
#mˌɛd̪ʝˈɑn̪ʊm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#mˌɛd̪ʝˈɑn̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#mˌɛd̪ʝˈɑn̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl] ( [-syl] )* [+syl] __ #
#mˌɛɟʝˈɑn̪o# | Rule 73 : {t̪;d̪} > {t͡sʲ;ɟ} / __ [+hi,+front,-syl,+cont]
#mˌɛɟˈɑn̪o# | Rule 85 : ʝ > ∅ / [-cont,+hi,+front] __ 
#mˌɛʝˈɑn̪o# | Rule 103 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#mˌɛʝˈɑːn̪o# | Rule 110 : [+prim] > [+long] / __ [+cons] [-cons]
#mˌɛʝˈaːn̪o# | Rule 190 : [+lo,+syl] > [+front,-back] 
#mˌɛʝˈaːn̪ə# | Rule 264 : [-stres,-lo,+syl] > ə / __ #
#mˌɛʝˈaːn̪ə̯# | Rule 266 : ə > ə̯ 
#mˌɛʝˈaːn̪# | Rule 300 : ə̯ > ∅ 
#mˌɛjˈaːn̪# | Rule 377 : ʝ > j 
#mˌɛjˈae̯n̪# | Rule 400 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#mˌejˈae̯n̪# | Rule 407 : ˌɛ > ˌe / __ [-cor]
#mˌejˈajn̪# | Rule 422 : e̯ > j / [+lo,+stres] __ [+nas,+cons,-hi]
#mˌejˈaj̃n̪# | Rule 487 : j > j̃ / [+lo,+syl] __ [+nas,-syl]
#mˌejˈãj̃n̪# | Rule 488 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#mˌojˈãj̃n̪# | Rule 521 : [+front,+tense,-hi,-lo,+syl] > [+back,-front,+round,+lab] / __ j
#mˌujˈãj̃n̪# | Rule 539 : [+round,+tense,+back] > [+hi] 
#mˌujˈɛ̃j̃n̪# | Rule 559 : [+lo,+nas] > [-lo,-tense,-cons,-lat,+cont,.delrel] / __ j̃
#mwˌiˈɛ̃j̃n̪# | Rule 591 : {u j;ˌu j;ˈu j;ɔ j;ˌɔ j;ˈɔ j} > {w i;w ˌi;w ˈi;w i;w ˌi;w ˈi} / __ [+nas]
#mwˌiˈɛ̃n̪# | Rule 621 : j̃ > ∅ / [+nas,+front,-tense] __ 
#mwˌiˈɛ̃ː# | Rule 667 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#mw?ˈɛ̃ː# | Rule 670 : [+hi,+syl,+stres,-prim] [-hi,+syl] > [-syl] [+stres]
#mwiɛ̃ː# | Rule 698 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mwiɛ̃# | Rule 699 : [+syl,+long] > [-long,-splng] 
