Trajectory file for run 'run1'; etymon number :682:
#mˈembrum# >>> #mɑ̃bʁ# ( Correct : #mɑ̃bʁ#) :
m ˈe m b r u m 
#mˈɛmbrʊm# | Rule 14 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,0delrel] 
#mˈɛmbrom# | Rule 70 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,0delrel] 
#mˈɛmbro# | Rule 75 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˈɛmbrə# | Rule 276 : [-stres,-lo,+syl] > ə / __ #
#mˈɛmbrə̯# | Rule 278 : ə > ə̯ 
#mˈɛmbɾə# | Rule 301 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ ə;ɾ ə;ɾ ə;ɾ ə} / [+cons] [-cont] __ #
#mˈɛmbrə# | Rule 307 : ɾ > r 
#mˈɛ̃mbrə# | Rule 522 : [+front,-hi,+syl] > [+nas,+son,0delrel] / __ [+nas,-syl]
#mˈãmbrə# | Rule 580 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,0delrel] / __ [+cons]
#mˈãːbrə# | Rule 667 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#mˈãːbrə̯# | Rule 708 : ə > ə̯ / __ #
#mˈɑ̃ːbrə̯# | Rule 715 : [+lo,+long,+syl] > [+back,-front] 
#mˈɑ̃ːbr# | Rule 735 : ə̯ > ∅ 
#mˈɑ̃ːbʀ# | Rule 751 : r > ʀ 
#mɑ̃ːbʀ# | Rule 752 : [+stres] > [-stres,-prim,+syl,+son,0delrel] 
#mɑ̃bʀ# | Rule 753 : [+syl,+long] > [-long,-splng] 
#mɑ̃bʁ# | Rule 759 : ʀ > ʁ 
