Trajectory file for run 'run1'; etymon number :1165:
#t̪ˌɑkkˈoːn̪em# >>> #t̪akɔ̃# ( Correct : #t̪akɔ̃#) :
t̪ ˌɑ k k ˈoː n̪ e m 
#t̪ˌɑkkˈoːn̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t̪ˌɑkkˈon̪ɛm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#t̪ˌɑkkˈon̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl] ( [-syl] )* [+syl] __ #
#t̪ˌɑkkˈoːn̪ɛ# | Rule 110 : [+prim] > [+long] / __ [+cons] [-cons]
#t̪ˌɑkkˈũːn̪ɛ# | Rule 160 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#t̪ˌakkˈũːn̪ɛ# | Rule 190 : [+lo,+syl] > [+front,-back] 
#t̪ˌakkˈũːn̪ə# | Rule 261 : [-stres,-lo,+syl] > ə / __ #
#t̪ˌakkˈũːn̪ə̯# | Rule 263 : ə > ə̯ 
#t̪ˌakkˈũːn̪# | Rule 297 : ə̯ > ∅ 
#t̪ˌakˈũːn̪# | Rule 472 : {p p;b b;f f;m m;t̪ t̪;t̪ t͡s;t̪ t͡sʲ;t̪ t͡ʃ;d̪ d̪;d̪ d͡ʒ;n̪ n̪;s s;z z;l l;k k;ɡ ɡ} > {p;b;f;m;t̪;t͡s;t͡sʲ;t͡ʃ;d̪;d͡ʒ;n̪;s;z;l;k;ɡ} 
#t̪ˌakˈũː# | Rule 662 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#t̪akũː# | Rule 693 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#t̪akũ# | Rule 694 : [+syl,+long] > [-long,-splng] 
#t̪akɔ̃# | Rule 695 : [+back,-lo,+nas,+syl] > ɔ̃ 
