Trajectory file for run 'run1'; etymon number :51:
#ˈɑn̪ɡulum# >>> #ɑ̃ɡl# ( Correct : #ɑ̃ɡl#) :
ˈɑ n̪ ɡ u l u m 
#ˈɑŋɡulum# | Rule 0 : n̪ > ŋ / __ [+hi,+back,-cont]
#ˈɑŋɡʊlʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈɑŋɡlʊm# | Rule 33 : {ʊ;o} > {∅;∅} / [+prim] ( [-syl] )* [-cont] __ [+lat] [+syl] ( [-syl] ) #
#ˈɑŋɡlom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈɑŋɡlo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈaŋɡlo# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˈaŋɡlə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#ˈaŋɡlə̯# | Rule 268 : ə > ə̯ 
#ˈaŋɡl# | Rule 302 : ə̯ > ∅ 
#ˈaŋɡlə# | Rule 315 : ∅ > ə / [+cons,-son] [+son,-syl] __ #
#ˈãŋɡlə# | Rule 492 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#ˈãːɡlə# | Rule 673 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#ˈãːɡlə̯# | Rule 687 : ə > ə̯ / __ #
#ˈãːɡl# | Rule 694 : ə̯ > ∅ 
#ãːɡl# | Rule 706 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ãɡl# | Rule 707 : [+syl,+long] > [-long,-splng] 
#ɑ̃ɡl# | Rule 712 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
