Trajectory file for run 'run1'; etymon number :824:
#pˈɑt̪rem# >>> #pɛʁ# ( Correct : #pɛʁ#) :
p ˈɑ t̪ r e m 
#pˈɑt̪rɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɑt̪rɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɑːt̪rɛ# | Rule 112 : [+prim] > [+long] / __ [-cont] [+cons,+son,-nas]
#pˈaːt̪rɛ# | Rule 197 : [+lo,+syl] > [+front,-back] 
#pˈaːt̪rə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#pˈaːt̪rə̯# | Rule 268 : ə > ə̯ 
#pˈaːt̪r# | Rule 302 : ə̯ > ∅ 
#pˈaːt̪rə# | Rule 315 : ∅ > ə / [+cons,-son] [+son,-syl] __ #
#pˈaːd̪rə# | Rule 355 : [-voi,-delrel,+ant] > [+voi] / [-cons] __ [+cor,+son,-nas]
#pˈaːðrə# | Rule 379 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ r
#pˈae̯ðrə# | Rule 407 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#pˈeːðrə# | Rule 536 : {a e̯;ˌa e̯;ˈa e̯} > {eː;ˌeː;ˈeː} 
#pˈeːrə# | Rule 586 : {θ;ð} > {∅;∅} 
#pˈɛːrə# | Rule 689 : ˈeː > ˈɛː / __ [+cons] ə
#pˈɛːrə̯# | Rule 691 : ə > ə̯ / __ #
#pˈɛːr# | Rule 698 : ə̯ > ∅ 
#pˈɛːʀ# | Rule 709 : r > ʀ 
#pɛːʀ# | Rule 710 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pɛʀ# | Rule 711 : [+syl,+long] > [-long,-splng] 
#pɛʁ# | Rule 717 : ʀ > ʁ 
